Model,Train_RMSE,Train_R2,Test_RMSE,Test_R2
RandomForest,5.192703563544125,0.9385441007001408,6.65164651341816,0.9039918897409898
XGBoost,2.772043101668053,0.9824863577465845,5.74562172789317,0.9283652650022912
LightGBM,4.089262813794722,0.9618875767080117,5.686426886193273,0.9298337094599716
